feature	fefifo_8001_2_49__shotgun	fefifo_8001_6_2__shotgun	fefifo_8001_7_23__shotgun	fefifo_8002_1_59__shotgun	fefifo_8002_2_58__shotgun	fefifo_8002_6_111__shotgun	fefifo_8002_7_17__shotgun	fefifo_8003_1_54__shotgun	fefifo_8003_2_55__shotgun	fefifo_8003_6_102__shotgun	fefifo_8003_7_109__shotgun	fefifo_8004_1_63__shotgun	fefifo_8004_2_64__shotgun	fefifo_8004_6_13__shotgun	fefifo_8004_7_154__shotgun	fefifo_8006_1_72__shotgun	fefifo_8006_2_77__shotgun	fefifo_8006_6_6__shotgun	fefifo_8006_7_164__shotgun	fefifo_8007_2_68__shotgun	fefifo_8007_6_11__shotgun	fefifo_8008_1_85__shotgun	fefifo_8008_2_76__shotgun	fefifo_8008_6_22__shotgun	fefifo_8008_7_153__shotgun	fefifo_8009_1_93__shotgun	fefifo_8009_2_81__shotgun	fefifo_8009_6_159__shotgun	fefifo_8009_7_201__shotgun	fefifo_8010_1_87__shotgun	fefifo_8010_2_89__shotgun	fefifo_8010_6_151__shotgun	fefifo_8010_7_152__shotgun	fefifo_8011_1_33__shotgun	fefifo_8011_2_104__shotgun	fefifo_8011_7_216__shotgun	fefifo_8013_1_91__shotgun	fefifo_8013_2_125__shotgun	fefifo_8014_2_34__shotgun	fefifo_8014_6_123__shotgun	fefifo_8014_7_145__shotgun	fefifo_8016_1_43__shotgun	fefifo_8016_2_41__shotgun	fefifo_8016_6_146__shotgun	fefifo_8016_7_292__shotgun	fefifo_8017_1_15__shotgun	fefifo_8017_2_16__shotgun	fefifo_8017_6_289__shotgun	fefifo_8017_7_205__shotgun	fefifo_8018_1_3__shotgun	fefifo_8018_6_290__shotgun	fefifo_8018_7_219__shotgun	fefifo_8020_1_82__shotgun	fefifo_8020_2_83__shotgun	fefifo_8020_7_193__shotgun	fefifo_8021_1_26__shotgun	fefifo_8021_2_21__shotgun	fefifo_8021_6_285__shotgun	fefifo_8021_7_288__shotgun	fefifo_8022_1_42__shotgun	fefifo_8022_2_5__shotgun	fefifo_8022_6_208__shotgun	fefifo_8022_7_254__shotgun	fefifo_8023_2_30__shotgun	fefifo_8023_6_183__shotgun	fefifo_8023_7_291__shotgun	fefifo_8024_1_99__shotgun	fefifo_8024_2_131__shotgun	fefifo_8024_6_248__shotgun	fefifo_8024_7__shotgun	fefifo_8025_1_27__shotgun	fefifo_8025_2_20__shotgun	fefifo_8025_6_213__shotgun	fefifo_8025_7_220__shotgun	fefifo_8026_2_60__shotgun	fefifo_8026_6_276__shotgun	fefifo_8026_7_255__shotgun	fefifo_8027_1_18__shotgun	fefifo_8027_2_1__shotgun	fefifo_8027_6_283__shotgun	fefifo_8027_7_218__shotgun	fefifo_8028_1_25__shotgun	fefifo_8028_7_199__shotgun	fefifo_8029_1_97__shotgun	fefifo_8029_2_98__shotgun	fefifo_8029_6_194__shotgun	fefifo_8029_7_195__shotgun	fefifo_8030_1_121__shotgun	fefifo_8030_2_124__shotgun	fefifo_8030_6_251__shotgun	fefifo_8030_7__shotgun	fefifo_8031_6_272__shotgun	fefifo_8031_7_258__shotgun	fefifo_8032_1_29__shotgun	fefifo_8032_2_28__shotgun	fefifo_8032_6_271__shotgun	fefifo_8032_7_209__shotgun	fefifo_8033_1_4__shotgun	fefifo_8033_2_14__shotgun	fefifo_8033_6_256__shotgun	fefifo_8033_7_178__shotgun	fefifo_8034_1_114__shotgun	fefifo_8034_2_232__shotgun	fefifo_8034_6_198__shotgun	fefifo_8034_7_181__shotgun	fefifo_8035_1_168__shotgun	fefifo_8035_2_257__shotgun	fefifo_8036_1_169__shotgun	fefifo_8036_2_170__shotgun	fefifo_8036_7_321__shotgun	fefifo_8037_1_119__shotgun	fefifo_8037_2_228__shotgun	fefifo_8037_6_243__shotgun	fefifo_8037_7_303__shotgun	fefifo_8038_1_116__shotgun	fefifo_8038_2_224__shotgun	fefifo_8038_6_249__shotgun	fefifo_8038_7_305__shotgun	fefifo_8039_1_226__shotgun	fefifo_8039_2_166__shotgun	fefifo_8039_6_235__shotgun	fefifo_8039_7_329__shotgun	fefifo_8041_1_207__shotgun	fefifo_8041_2_211__shotgun	fefifo_8041_6_320__shotgun	fefifo_8041_7_317__shotgun
ko:K08161	68.28463	29.30322	282.80357	99.03166	31.89514	251.65874	51.69308	51.68325	104.53772	165.50927	87.54789	37.019	184.3103	33.66092	154.64693	96.12455	16.43203	77.50978	93.45309	32.6391	10.10819	257.0964	5.84573	25.14576	75.10904	65.8222	87.53654	141.25066	36.36176	52.96393	70.49059	55.98947	116.03551	30.798	184.26852	73.19066	60.26033	27.93433	87.04992	342.20179	168.32478	29.07498	61.30464	73.8473	436.23863	859.93369	11.36455	15.97279	58.17798	44.40427	959.52268	621.37158	66.33076	283.63914	121.87388	130.85427	96.81313	35.7304	41.62009	10.50678	52.47083	63.8609	57.49675	199.81895	69.84602	42.45059	115.04891	101.77547	NA	75.17986	179.9706	48.57813	79.70813	73.55662	28.44818	50.28823	174.60258	5.30039	2.57485	24.74662	28.27121	42.86235	97.91452	192.45544	172.7136	60.00704	56.43189	100.2896	240.29124	121.75468	169.22727	353.50964	521.70826	44.82206	64.70677	50.05976	5.08002	124.30553	120.69385	227.63462	96.76226	19.82861	53.02865	133.8017	126.94173	33.49385	52.23908	179.75313	26.12303	17.42742	36.82133	55.5964	10.81153	58.64653	46.8352	59.08764	33.83466	40.12554	47.30053	84.69694	11.43585	7.80175	44.96547	55.06321	85.06295	56.17682
ko:K08162	11.34986	9.7583	68.68099	15.82023	0.65501	4.43272	1.44759	194.22562	12.06926	45.64335	20.09404	2.23651	6.494	5.48458	8.28532	5.22629	1.93967	9.6642	9.4455	31.14474	27.25594	23.55994	NA	23.44003	39.80114	5.89913	9.62133	25.30177	7.1766	7.32581	8.00755	1.54988	5.25757	2.55042	23.50106	4.0862	10.56342	0.82829	3.43908	210.51796	61.36266	2.3437	2.25918	7.43532	12.40501	855.17141	30.05532	12.73664	74.72398	5.28768	NA	9.5533	NA	17.06142	8.66184	9.57979	5.65385	6.10809	8.9473	18.60393	60.95333	65.68066	57.18346	20.1589	4.43432	3.10885	16.61588	47.46997	2.11177	1.87758	11.18988	6.32506	6.16185	26.83022	NA	2.3945	7.12882	7.28237	2.01843	1.74012	7.04334	9.49006	0.43229	0.56338	1.57466	1.7868	10.54384	51.64679	164.78803	83.16217	55.13316	165.24658	273.47598	6.28823	41.77052	16.83833	4.66931	39.75503	28.35643	40.5033	12.62068	17.94964	12.05137	58.07982	49.67722	14.55059	14.35491	12.16556	6.24582	3.69751	2.37224	5.26629	1.18538	10.05672	14.33962	17.85042	43.20287	13.25122	5.45707	76.37373	5.62717	1.17727	3.2342	3.84529	5.84284	4.01946
ko:K08163	2.07637	3.21999	3.16038	19.36021	NA	5.20501	0.0783	1.66196	0.48659	0.07485	0.22893	0.44649	NA	NA	0.08852	0.55196	1.68045	0.80481	0.80042	17.92232	0.4955	1.20944	NA	NA	7.02955	0.19823	1.87487	11.97547	0.17109	1.13499	3.69593	0.26901	0.09863	8.10171	37.13775	2.72483	5.8232	4.66854	1.72489	NA	15.09959	NA	NA	NA	NA	945.41894	7.10451	12.97753	5.2368	3.7138	NA	NA	0.08328	17.09167	3.90006	3.60692	8.52979	1.06327	3.26715	14.57744	69.76748	78.96836	63.8125	10.62627	0.45851	0.10501	5.76672	45.7729	0.12506	0.09414	NA	2.98056	NA	19.6201	NA	0.20892	0.66162	4.23837	3.40346	NA	14.04195	7.06005	2.5428	1.32984	0.8878	0.56423	6.33019	78.98811	177.01658	107.07646	38.88978	196.45079	343.3178	6.69404	16.89976	4.72348	2.74947	33.64907	3.29873	3.32287	1.44528	1.98808	0.09231	0.92235	0.61244	11.73382	5.49432	2.49561	1.29585	0.31101	1.02372	2.78764	NA	4.72378	0.18256	1.28177	0.0952	NA	4.99574	31.94506	3.33448	NA	NA	0.67513	2.97079	NA
ko:K08164	107.1876	83.01113	693.5421	118.21385	8.09373	635.0185	59.06836	84.46209	175.39337	242.69166	64.90629	80.11002	147.07559	56.52764	496.08909	228.17916	115.33191	431.86198	526.45291	12.66521	21.60955	452.48848	59.52199	96.15861	246.97681	322.17776	312.93248	503.45834	243.33781	128.99347	144.18701	51.33455	85.74972	74.94029	703.47457	151.65981	36.2951	63.36345	349.60531	337.57204	387.40226	272.79725	443.48758	152.83808	1066.69501	191.68707	38.73225	59.85027	245.76966	107.36751	492.81161	408.13798	60.70483	58.67261	131.55924	421.08653	242.72797	269.33043	100.87549	11.657	62.02845	119.55119	158.30429	228.45149	141.06839	141.1203	74.13646	131.78199	5.03252	31.68755	180.64223	15.64972	40.93943	48.53414	215.64675	123.82429	161.90615	12.74885	12.70762	47.78275	47.49429	142.99693	128.79099	227.98728	228.03085	407.71444	294.33047	105.41316	155.74789	86.57247	179.97174	161.04836	113.3023	51.79007	128.77298	29.35694	16.69179	104.32355	182.69041	260.02452	298.6006	41.65444	28.32784	78.52128	186.9768	250.40921	132.35334	187.69353	48.77171	57.668	187.83893	248.31881	95.31312	528.57514	122.56218	169.55429	268.30683	419.51204	87.33829	167.3695	18.893	36.54725	110.70397	42.09825	53.74228	125.02261
ko:K08166	24.49796	19.76261	80.83769	95.58165	26.39729	136.64017	25.70001	13.15834	53.36888	99.83499	15.19995	17.74136	28.89256	10.38398	157.23549	121.81405	57.29162	117.75789	224.20639	7.1533	6.53394	59.51738	12.97871	22.89363	45.95871	59.02223	82.02421	119.33617	28.64832	101.75286	49.23825	20.64396	63.93707	57.28958	170.62197	24.13254	12.51103	23.3306	85.97084	23.03991	118.3665	37.84976	69.50832	21.01455	194.58428	139.13227	34.09318	36.6291	59.77175	30.23131	10.58255	42.53363	14.28341	14.04235	58.1811	99.85981	18.83222	44.71718	36.35427	11.16076	80.7304	22.90414	24.3648	85.6146	43.51625	43.08693	42.75386	262.17722	10.36673	8.69816	57.65719	7.89762	20.09473	13.63731	89.04489	39.45525	34.34403	12.25422	8.41987	21.71394	191.01413	110.8154	96.0668	46.64519	41.37193	78.13759	40.82093	44.56043	68.33911	44.28332	51.00677	42.56549	50.9536	27.45077	58.04224	29.99545	25.36221	30.48197	21.47631	38.23109	55.8585	38.35976	11.62114	35.86332	31.05578	21.64789	23.73357	186.93205	105.41355	57.31993	46.14662	38.04685	17.99906	81.90956	14.8648	21.91302	23.57662	30.63998	56.1095	94.167	8.5207	35.71944	10.06941	8.31573	4.28993	28.87603
ko:K08167	294.89057	40.54611	238.35342	42.02295	7.09159	34.57975	10.47857	3.83829	9.61535	9.41855	5.56947	16.74352	27.16569	53.45446	59.27301	13.08754	3.67375	12.30246	29.22658	12.93735	2.86527	207.67521	56.7878	81.45851	123.08926	123.83899	162.71379	367.13462	166.56398	36.48547	50.43965	49.203	98.11313	12.96939	83.62541	32.9369	15.35663	11.06329	0.86604	3.47047	9.8913	7.62177	19.97597	15.23976	109.73176	425.90474	17.07707	15.6649	28.19517	15.57282	6.53676	26.63292	86.1984	90.52003	289.00483	33.22627	13.96357	16.90045	10.85499	11.4913	28.26803	30.10001	35.83042	5.05809	2.33017	0.48708	56.22655	52.67272	NA	0.86871	45.7414	27.01668	47.405	42.68527	15.59087	31.96732	48.25262	4.95008	1.71864	3.31296	14.58605	24.27971	25.62549	146.85467	163.42231	152.9354	154.46239	89.52659	150.54769	69.81497	140.98593	510.35995	783.56209	31.71826	59.84098	19.1356	11.29421	17.9469	8.19631	3.50654	6.85344	2.57287	0.50492	3.13183	8.77019	24.81437	19.54248	31.3625	11.81573	86.74856	10.19004	12.34922	3.62426	51.81895	59.55265	23.20199	33.55869	40.00054	24.9748	40.21787	8.68827	5.44287	85.20912	32.78026	64.59595	147.59529
ko:K08168	431.72571	349.47814	2469.73222	161.49896	111.7507	1186.3577	116.61168	29.70722	87.30559	1095.50863	408.37031	49.26383	135.65755	25.82745	134.9174	535.36276	135.40423	251.51953	493.77351	13.66364	15.71901	148.33547	2.14786	20.78705	67.85635	16.30698	30.77222	47.27432	29.04003	77.85893	64.00113	31.15899	40.96527	91.92278	306.05167	78.39053	183.05451	162.56508	52.12388	76.83236	39.98658	39.09526	44.48573	120.76297	164.24598	476.59113	691.71786	170.12812	492.72146	61.50841	76.62663	228.99826	138.29584	136.84406	445.40092	731.80607	193.98574	205.46347	103.36934	6.13215	3.53912	98.26227	215.84114	7.58452	11.49794	4.47239	830.72577	456.68973	24.34405	96.43959	512.24665	103.74883	108.78065	201.04761	67.5594	127.02983	1234.45601	46.7672	18.8613	183.93636	536.88994	91.00936	166.44373	91.05839	385.66351	974.04593	740.08561	16.86942	22.57037	8.16247	41.39005	9.8224	9.68474	29.56355	56.92192	8.18426	32.6586	8.8185	42.3235	37.23956	45.68776	80.3104	45.31874	124.29411	226.85224	11.30124	33.36558	160.38471	67.70626	51.59794	67.89599	312.37987	68.69359	551.25632	236.98408	121.00173	179.12371	328.20537	155.99513	89.86427	44.38478	48.95048	1.88365	4.94802	1.79497	1.71373
ko:K08169	1001.9672	1042.36696	7685.57819	3179.80624	807.3402	4047.46804	1062.89999	1315.07852	2248.90674	2566.76426	1202.2069	1192.05683	2088.81457	619.0762	1453.9202	2774.35257	1485.54691	1315.12733	4827.31344	2082.96585	2667.5834	2469.03237	221.71078	1511.05924	1965.91287	1433.94209	1664.58243	3815.53205	1543.92472	1417.25299	2119.78294	1546.89139	2251.57872	1568.59978	4391.79851	3131.54749	1402.9486	1469.229	1877.54757	5565.84412	2700.84943	1397.70947	1249.66501	2359.52393	3425.29027	5522.1401	967.33314	918.03582	3913.63288	967.49751	239.8075	852.94555	2030.12082	1876.0091	3757.67463	2561.2197	1606.1818	1311.17353	1856.75236	1014.53909	1429.16657	951.98302	1167.84269	1485.91615	981.29385	474.14208	2629.80526	5885.67022	176.44049	1140.97853	1464.81156	1097.29671	1568.28242	1719.21581	1320.65463	2528.04054	3330.35692	690.43091	185.68786	1106.20669	2902.19009	2025.77179	7506.44254	2876.50673	3060.51403	2519.12396	3759.37181	2866.13569	3031.24551	1018.07411	2676.92656	1642.12428	2338.35927	3199.3174	4604.99786	3824.61772	1172.76428	2209.04607	556.58697	860.38532	584.62404	889.35105	1568.32359	4616.32947	2644.22751	608.30176	858.85458	3922.79538	1796.06563	1557.42366	1147.64305	915.02046	281.02171	3072.01901	1703.35676	1914.87229	2159.9022	2718.01367	1614.27427	4249.59346	670.30344	1977.22548	1601.97617	1617.32928	794.15406	2813.90246
ko:K08170	41.39053	24.1193	184.49449	37.20709	8.0476	45.54586	12.37561	2.23632	14.15214	13.41373	5.64917	31.58427	236.37904	31.73244	151.71219	35.29309	9.64554	95.65684	40.33263	6.34866	2.03023	10.43985	0.66053	NA	4.05101	50.70654	41.07397	66.92011	35.85316	37.48631	38.78616	29.59114	31.5068	7.18873	20.41946	9.40909	14.88687	15.31786	10.27707	14.80684	21.72571	12.20888	19.27084	12.95521	77.6907	65.34734	20.59447	17.629	56.93032	10.87163	39.9721	151.34749	7.96644	6.44511	29.36843	60.07384	15.66004	25.71372	17.80067	1.35736	5.11355	6.74687	4.83377	3.82102	7.01283	2.15533	1.97632	1.80492	1.21382	2.47005	37.89268	3.14725	8.47792	12.69381	18.63521	10.13635	30.58566	2.82235	1.43007	NA	9.43487	53.89934	19.14257	5.28837	24.72069	22.89319	5.83266	2.81273	4.7795	5.06402	4.14912	107.29257	177.76191	14.62308	24.31347	9.28952	3.89394	7.88694	9.25228	24.28567	11.68786	5.75744	5.64012	14.92833	11.33821	14.77768	20.64363	98.99455	12.8731	8.39562	13.6041	17.82073	6.88217	23.90062	3.23835	13.747	19.81557	7.65423	44.40252	22.05257	11.81675	11.06883	5.19845	5.39952	1.12698	4.4381
ko:K08171	NA	NA	0.18113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10035	NA	NA	NA	NA	0.64551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35673	1.28766	0.29191	NA	NA	NA	NA	NA
ko:K08172	0.41352	0.70811	9.58429	22.42307	0.10862	0.20873	0.04916	0.37544	2.475	4.32942	2.64621	1.40449	1.41902	0.47864	2.57321	4.43989	3.15435	7.25586	8.61781	25.64342	2.10016	7.06049	NA	1.06979	9.42199	1.94194	1.29863	10.65799	0.65958	3.7005	4.85161	0.48131	3.53802	1.90634	23.0626	4.95236	9.68334	6.80524	NA	NA	35.2289	7.54315	4.83942	1.34604	13.11039	1547.06318	12.93382	12.1997	4.39503	6.99536	0.4383	NA	1.06378	28.64511	15.27735	6.01866	3.60681	2.3574	5.41453	12.24959	47.18077	46.93615	45.7018	18.08633	5.53247	4.99098	18.11626	26.86809	NA	NA	3.11622	2.96198	0.33705	5.78914	NA	5.11187	1.09873	9.87341	2.95044	0.03907	30.38777	5.8776	6.46736	0.44124	0.67338	2.34557	2.76195	100.95558	338.09258	170.52497	90.07301	147.08462	223.14675	7.36868	22.32641	1.77737	2.49251	29.77515	1.30696	7.08754	1.45944	1.92027	0.48738	0.31996	0.20945	9.87946	4.2384	1.25777	2.40953	0.64434	5.53077	2.05127	1.97847	15.10074	0.44451	1.66945	2.76686	2.0379	4.85292	38.41823	4.42314	NA	0.33298	NA	5.37244	1.00883
ko:K08173	58.44419	22.06044	133.99274	96.76837	20.58363	66.11306	17.09498	33.14563	43.2408	183.66206	54.73654	50.36066	167.59876	60.28538	307.3012	42.60303	10.70681	30.46447	32.91338	34.61832	25.82127	15.49199	0.94982	1.49857	15.0807	75.10284	51.04264	163.94094	55.69807	26.10765	28.8261	6.31645	9.82396	18.80258	126.8652	40.18535	66.58954	112.2972	27.91983	21.85759	45.13075	239.02643	113.68342	111.53742	197.78139	796.89327	29.99083	51.71216	68.83115	10.70217	15.62192	28.59302	21.66349	47.71515	59.20211	39.30501	11.55702	34.60573	31.3641	12.81282	62.65751	51.77635	72.71211	13.22099	18.65483	10.60029	11.4303	55.67525	8.30779	12.08432	159.38079	13.69681	54.39929	56.64313	22.36446	21.65178	48.94338	26.79838	13.2511	62.79899	54.3461	163.70363	229.504	42.87803	127.06628	454.45981	123.61195	145.59889	298.92378	174.74859	94.29794	4.32174	7.86239	65.77214	77.91201	45.44131	17.67251	30.87809	6.36406	11.7751	10.5338	20.63096	28.50645	110.78635	80.54071	31.19958	15.95561	32.0273	23.05142	8.76455	26.12002	19.05379	6.03833	21.69682	18.24215	139.90568	60.78076	101.61545	355.29007	465.83705	63.69117	122.50729	27.35447	42.6504	29.32649	122.13811
ko:K08174	26.35019	19.57314	199.46902	19.24727	2.85132	16.48678	12.1102	35.09679	113.98893	220.59115	61.31136	39.07977	134.20134	93.31673	203.14426	76.31763	32.62769	88.35938	105.46328	235.47047	34.80503	700.94928	28.93214	48.13611	274.43804	5.8789	14.77737	28.98848	15.41306	19.14846	21.93879	8.23044	28.77147	7.17746	86.28124	4.08539	14.14105	25.8605	549.96104	965.53487	1487.83253	40.16864	38.04094	165.80249	532.64893	21.4335	8.17162	2.81376	38.89027	7.70804	3.67486	12.65198	4.93767	4.67362	26.88522	71.28434	17.40658	31.37463	8.23546	149.58432	312.73446	173.5737	264.02067	115.42098	84.11898	21.78502	6.69122	8.44352	2.08425	32.0566	1480.01812	783.2148	790.34755	1399.19808	24.64391	6.70462	40.51864	1.73737	1.82415	1.42893	1.89379	57.77289	13.29116	202.12304	113.10019	306.87432	487.34624	59.70018	24.83016	26.04815	50.59348	77.54654	171.14026	16.44458	26.97395	9.26332	11.37902	59.1125	160.23192	170.54647	299.50905	6.98292	33.86218	60.07154	75.8437	343.81777	236.88577	126.0971	15.22352	10.14221	18.97066	10.72155	5.54472	32.20615	61.89611	85.4839	109.17323	101.25138	214.80915	92.95451	27.13641	24.33029	108.82311	58.54077	95.96554	209.74097
ko:K08176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56337	1.58943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K08177	685.77369	623.58957	3681.81824	1891.53832	567.91045	3814.02017	715.53354	1374.89319	2038.79135	2495.5341	926.73847	646.08999	1324.14465	658.23144	3508.74135	1458.70666	450.4425	1782.70869	2072.47941	393.23363	295.90365	1502.07868	110.94804	421.28091	797.75239	1507.50059	1434.2028	3040.87456	1566.78599	947.11839	1262.45767	1706.56575	1745.93936	1381.41758	3405.91603	1516.36294	1027.05482	1339.15611	1434.43496	3112.93211	2657.54289	1355.59814	1194.92167	1425.39398	7260.64978	5122.31715	817.82704	808.11956	2057.26593	547.85126	980.32297	1778.43055	750.21316	1031.83119	2176.4754	2513.1232	739.03903	1066.92904	649.21384	347.77608	931.78348	634.36014	852.41838	968.56128	884.14262	234.65112	1199.61872	1398.84943	128.0769	539.12201	3661.50525	736.01723	1153.31942	1264.06558	659.93873	1137.97243	2329.55378	202.49276	109.23786	513.12923	775.90887	2399.05393	2125.54699	1593.25245	2806.47596	3021.53082	2909.60075	1429.35203	1282.46016	574.85417	1732.3592	966.24805	1374.18439	1138.19697	1431.63177	581.23702	176.54422	942.52146	1121.76427	2201.28392	1556.83647	763.54836	696.73265	2321.96925	2568.1809	1185.33553	1011.04645	3538.0184	817.87964	891.62602	1108.57292	1027.01583	352.37027	1982.53987	1144.18912	1384.46946	967.90229	1209.23897	1867.61503	2056.70918	427.18476	414.44481	521.57911	601.14077	255.32493	768.57108
ko:K08178	165.36419	141.99358	1070.84164	93.91332	59.78865	558.10611	59.23513	30.06312	63.07796	382.50951	135.18565	16.80533	49.86826	6.9382	75.7437	285.00663	77.28369	128.12075	326.74423	9.73103	0.60276	176.01704	6.01922	58.04671	123.94988	38.1512	38.85526	97.72459	35.83343	85.60268	127.45051	91.14754	72.90747	79.72178	301.02932	76.78948	62.56483	52.90448	40.16679	106.24454	71.87047	9.70303	10.79898	16.19545	87.182	1738.16783	396.08931	88.13961	245.20133	81.17244	103.65873	259.08296	174.69174	325.58348	509.20783	457.26273	183.02112	159.84903	148.03826	29.02267	112.91925	140.39601	198.3117	107.84631	18.85395	31.61655	244.58636	136.72491	5.10642	24.45135	292.5147	33.54466	62.60365	99.02058	43.42827	86.58277	532.51907	36.34767	9.45426	33.37411	70.01695	112.94302	132.22688	166.46587	251.08559	401.17428	413.50507	114.68378	222.8019	104.33824	91.36263	106.54629	177.70786	45.41324	95.71136	54.76403	16.86911	120.67143	53.2315	76.88372	54.09843	12.03066	21.30007	43.18987	38.46108	148.35786	63.83189	279.14485	63.53936	65.8971	77.06612	238.16511	47.90817	439.14685	151.02414	80.58725	102.07058	157.06093	135.85501	157.68001	38.70491	30.42738	26.24839	14.99991	14.01468	13.19593
ko:K08189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.20063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K08191	3840.06422	1548.76989	12756.59162	4414.80977	1162.37663	5407.90672	1562.68215	2192.14534	5590.72834	6805.70967	5854.90044	1865.24707	2739.0298	1111.05068	3028.10798	3194.63787	1854.88493	1656.01915	5686.40496	2380.45373	3265.21688	4807.81514	543.40418	2964.84537	3955.52282	3427.56379	3674.37941	8850.50009	3679.51629	3455.38313	5756.88234	3945.61462	5583.93421	2627.13018	5760.80778	5601.73539	3917.96383	2406.57234	2078.73492	9758.32507	3954.26443	1259.43032	1094.68875	2449.00242	3385.3962	7691.63616	2185.419	2035.5894	7660.0297	1791.63998	4700.83817	8815.3482	3878.17604	2877.90949	13529.22449	7255.75471	4275.49554	2031.89007	4666.62681	1506.75337	2742.70976	1588.51051	2598.7291	6645.61146	2597.57178	2971.82745	6221.06385	13295.20054	204.11406	713.57257	2384.73634	1827.70531	2449.21227	3126.30287	2077.56147	4353.73206	4471.76546	1703.01127	634.18734	3073.45945	9320.37798	3022.06748	12505.42372	4402.58792	5492.80061	4792.10688	5640.08499	4673.25882	5316.86004	1891.00287	4809.89683	2993.3287	3864.40384	7017.50514	9854.83293	7461.13989	2921.2192	3939.91682	1721.61491	2568.67999	1221.07887	1441.28871	2441.67336	6690.94549	4447.05626	1491.88769	1962.03054	8555.42988	3754.28275	5850.59819	2770.18218	1993.1346	697.31826	6912.47984	3270.57262	2147.45604	2728.80912	5471.23272	3753.83718	9318.1976	1814.20408	4016.2098	2904.44533	2158.29713	1490.66867	4709.49396
ko:K08193	NA	NA	NA	0.29986	NA	NA	NA	NA	NA	0.9547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12596	NA	NA	NA	0.10528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38015	NA	NA	NA	NA	NA	NA	NA	0.47791	NA	NA	NA	NA	0.17603	NA	NA	NA	0.14392	NA	NA	NA	NA	NA	NA	0.70309	NA	NA	NA	NA	NA	NA	NA	0.14007	NA	7.64913	0.30893	NA	NA	NA	NA	NA	NA	0.60839	2.22096	1.3155	0.43001	42.01089	76.2274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13642	NA	NA	NA	NA	NA	NA
