feature	fefifo_8001_2_49__shotgun	fefifo_8001_6_2__shotgun	fefifo_8001_7_23__shotgun	fefifo_8002_1_59__shotgun	fefifo_8002_2_58__shotgun	fefifo_8002_6_111__shotgun	fefifo_8002_7_17__shotgun	fefifo_8003_1_54__shotgun	fefifo_8003_2_55__shotgun	fefifo_8003_6_102__shotgun	fefifo_8003_7_109__shotgun	fefifo_8004_1_63__shotgun	fefifo_8004_2_64__shotgun	fefifo_8004_6_13__shotgun	fefifo_8004_7_154__shotgun	fefifo_8006_1_72__shotgun	fefifo_8006_2_77__shotgun	fefifo_8006_6_6__shotgun	fefifo_8006_7_164__shotgun	fefifo_8007_2_68__shotgun	fefifo_8007_6_11__shotgun	fefifo_8008_1_85__shotgun	fefifo_8008_2_76__shotgun	fefifo_8008_6_22__shotgun	fefifo_8008_7_153__shotgun	fefifo_8009_1_93__shotgun	fefifo_8009_2_81__shotgun	fefifo_8009_6_159__shotgun	fefifo_8009_7_201__shotgun	fefifo_8010_1_87__shotgun	fefifo_8010_2_89__shotgun	fefifo_8010_6_151__shotgun	fefifo_8010_7_152__shotgun	fefifo_8011_1_33__shotgun	fefifo_8011_2_104__shotgun	fefifo_8011_7_216__shotgun	fefifo_8013_1_91__shotgun	fefifo_8013_2_125__shotgun	fefifo_8014_2_34__shotgun	fefifo_8014_6_123__shotgun	fefifo_8014_7_145__shotgun	fefifo_8016_1_43__shotgun	fefifo_8016_2_41__shotgun	fefifo_8016_6_146__shotgun	fefifo_8016_7_292__shotgun	fefifo_8017_1_15__shotgun	fefifo_8017_2_16__shotgun	fefifo_8017_6_289__shotgun	fefifo_8017_7_205__shotgun	fefifo_8018_1_3__shotgun	fefifo_8018_6_290__shotgun	fefifo_8018_7_219__shotgun	fefifo_8020_1_82__shotgun	fefifo_8020_2_83__shotgun	fefifo_8020_7_193__shotgun	fefifo_8021_1_26__shotgun	fefifo_8021_2_21__shotgun	fefifo_8021_6_285__shotgun	fefifo_8021_7_288__shotgun	fefifo_8022_1_42__shotgun	fefifo_8022_2_5__shotgun	fefifo_8022_6_208__shotgun	fefifo_8022_7_254__shotgun	fefifo_8023_2_30__shotgun	fefifo_8023_6_183__shotgun	fefifo_8023_7_291__shotgun	fefifo_8024_1_99__shotgun	fefifo_8024_2_131__shotgun	fefifo_8024_6_248__shotgun	fefifo_8024_7__shotgun	fefifo_8025_1_27__shotgun	fefifo_8025_2_20__shotgun	fefifo_8025_6_213__shotgun	fefifo_8025_7_220__shotgun	fefifo_8026_2_60__shotgun	fefifo_8026_6_276__shotgun	fefifo_8026_7_255__shotgun	fefifo_8027_1_18__shotgun	fefifo_8027_2_1__shotgun	fefifo_8027_6_283__shotgun	fefifo_8027_7_218__shotgun	fefifo_8028_1_25__shotgun	fefifo_8028_7_199__shotgun	fefifo_8029_1_97__shotgun	fefifo_8029_2_98__shotgun	fefifo_8029_6_194__shotgun	fefifo_8029_7_195__shotgun	fefifo_8030_1_121__shotgun	fefifo_8030_2_124__shotgun	fefifo_8030_6_251__shotgun	fefifo_8030_7__shotgun	fefifo_8031_6_272__shotgun	fefifo_8031_7_258__shotgun	fefifo_8032_1_29__shotgun	fefifo_8032_2_28__shotgun	fefifo_8032_6_271__shotgun	fefifo_8032_7_209__shotgun	fefifo_8033_1_4__shotgun	fefifo_8033_2_14__shotgun	fefifo_8033_6_256__shotgun	fefifo_8033_7_178__shotgun	fefifo_8034_1_114__shotgun	fefifo_8034_2_232__shotgun	fefifo_8034_6_198__shotgun	fefifo_8034_7_181__shotgun	fefifo_8035_1_168__shotgun	fefifo_8035_2_257__shotgun	fefifo_8036_1_169__shotgun	fefifo_8036_2_170__shotgun	fefifo_8036_7_321__shotgun	fefifo_8037_1_119__shotgun	fefifo_8037_2_228__shotgun	fefifo_8037_6_243__shotgun	fefifo_8037_7_303__shotgun	fefifo_8038_1_116__shotgun	fefifo_8038_2_224__shotgun	fefifo_8038_6_249__shotgun	fefifo_8038_7_305__shotgun	fefifo_8039_1_226__shotgun	fefifo_8039_2_166__shotgun	fefifo_8039_6_235__shotgun	fefifo_8039_7_329__shotgun	fefifo_8041_1_207__shotgun	fefifo_8041_2_211__shotgun	fefifo_8041_6_320__shotgun	fefifo_8041_7_317__shotgun
GH30_5	2.63667	6.44954	8.29371	8.97739	9.60595	19.28679	7.11249	1.13548	2.08234	7.35222	4.28118	2.54699	5.34026	6.06479	7.93699	11.42174	7.97015	9.33391	8.77909	1.44836	6.62908	3.60058	2.36803	1.06179	2.5136	3.11408	1.67917	1.16221	2.18255	3.02182	6.32668	3.50454	2.12476	1.82649	3.12805	1.57705	2.31055	2.99162	5.13091	1.9437	3.84816	1.09387	3.79243	14.32697	2.99944	4.34618	2.76615	4.10753	1.70711	3.15058	1.75738	2.72449	2.68775	4.30863	3.79922	8.3355	6.95615	7.45052	4.60265	1.51972	2.0788	8.11665	7.57816	3.29461	3.49613	3.70936	25.53672	3.84682	5.22514	4.35492	9.22817	2.59859	3.42316	2.59943	4.47661	4.93776	10.24111	3.01533	1.97321	4.84762	4.14522	8.71917	4.84195	2.78065	6.86482	7.94377	7.70569	5.11788	5.78515	9.72998	6.07831	10.34814	16.2146	0.72582	1.28255	1.05089	1.09225	2.71001	2.85569	4.77772	5.77542	3.60635	6.19791	4.34154	4.9765	6.81088	3.53547	9.16865	6.40407	5.44088	3.02044	2.38001	3.01394	2.80606	6.57285	3.30335	3.7431	5.30708	4.66592	2.28482	4.49549	3.78709	1.61175	17.3483	4.96877	3.53066
GH30_6	4.32822	7.99837	4.94541	26.76515	11.12822	12.65864	15.12443	21.72319	29.25417	23.96842	20.24692	11.10685	2.77018	7.09289	3.81214	26.02499	26.08688	14.38162	17.70948	5.65246	10.45882	8.21919	7.85674	16.55738	8.80025	20.70546	29.12545	24.7506	28.49044	29.00733	32.40745	23.24883	24.898	12.5032	12.94497	12.64324	17.49668	23.74676	10.56252	32.01844	8.24655	6.37215	8.71099	8.96322	3.09294	23.03241	8.0065	19.60307	22.24898	18.80201	2.31651	6.24474	40.09805	16.83238	29.06221	17.29551	36.90703	17.71442	28.53939	18.21598	22.72221	21.92091	23.92845	11.5302	10.08612	9.02239	NA	NA	NA	NA	8.76089	20.48564	17.8469	13.22563	NA	25.71329	34.71712	NA	NA	0.40183	NA	12.65832	53.03572	4.29471	8.08906	1.88431	2.59911	10.85409	20.55873	16.20326	11.6029	14.77377	11.478	44.72018	44.57638	72.54224	62.09019	3.66034	0.84116	1.10372	1.12801	30.90378	49.819	47.57507	26.05254	6.40347	10.32017	25.11975	30.97006	17.79632	27.13804	8.31869	8.61373	17.26705	13.17651	7.37205	9.29419	17.04278	7.13707	16.71137	10.09743	39.56386	21.10287	24.89337	37.22498	26.2198
GH30_8	8.54392	7.77822	10.67174	4.32409	3.56399	11.55501	10.6075	3.28128	2.78159	2.37393	1.1912	2.0882	2.41234	1.41355	1.28808	12.0829	14.59652	6.74212	6.44202	22.42661	44.38848	3.96127	3.19102	9.60739	2.67601	7.33858	9.39629	6.78992	8.1695	10.05802	6.28689	3.56525	6.9503	11.88517	11.97582	11.32883	3.24155	2.31329	10.19379	2.5148	5.73029	NA	NA	NA	NA	3.26644	11.76057	5.9734	13.72094	3.57463	6.74375	6.24249	2.52727	1.01732	4.47153	6.33817	7.98398	8.29043	33.2854	74.35091	16.60398	17.14613	24.55879	6.9357	25.63735	7.60786	NA	NA	NA	0.49617	2.0435	8.72681	5.95473	9.16921	57.59843	35.36041	13.89514	0.65896	2.50859	0.93126	0.03789	22.86516	22.67953	4.14522	5.72155	3.72166	5.94093	4.80461	5.23521	4.90781	4.75717	14.67177	16.96845	1.7454	10.6099	14.50719	21.68171	2.83549	2.53324	8.12145	10.64095	10.82879	12.56554	22.22422	19.95226	2.82865	11.99071	4.27056	4.26064	5.0435	2.00218	2.1171	6.25204	6.46903	6.97826	18.42207	8.40736	15.45138	9.32234	12.40025	28.71794	18.38586	10.46251	7.02856	6.70863	13.54555
GH30_9	0.03679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00786	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03203	NA	NA	0.01492	0.01314	0.02338	NA	NA	0.10888	0.14231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10406	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01351	0.09678	NA	NA	NA	NA	NA	NA	0.04063	NA	NA	0.01371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01838	NA	NA	NA	NA	NA	NA
GH31	1114.4084	814.55971	822.28869	857.71512	673.99628	771.67431	787.22546	505.8808	572.54951	626.49949	580.82095	592.24163	547.90881	702.31667	676.2182	901.69635	818.82981	658.7131	786.37487	974.82865	1214.19166	766.51031	670.0957	985.76162	557.63537	949.16114	1012.52554	974.91351	970.96906	989.44983	1001.3427	825.60972	901.04324	779.06755	656.80168	803.24676	973.37608	758.55058	682.19034	645.87739	656.96521	590.56005	687.10043	632.6721	513.13827	886.27133	900.9541	1009.18348	1149.0019	810.7629	813.33955	875.29379	937.6374	658.06025	894.36674	1085.12613	1072.53698	804.67174	1269.72467	1220.57391	945.95356	839.29058	900.9227	796.98356	776.48386	830.79586	860.26613	885.56828	748.43408	573.53435	714.90783	736.46201	757.53449	757.60115	1110.07504	807.31562	646.07164	824.72883	596.43179	686.3594	924.30836	1143.16073	1109.87921	796.03848	966.97375	922.91651	877.02225	704.79881	738.81997	682.09613	688.60144	741.23735	765.5601	1080.14522	1069.95283	999.33108	858.0355	878.47235	517.14335	706.01861	696.87818	728.58715	804.78121	883.98177	733.03103	897.44852	840.71684	893.89592	887.71602	947.71945	1021.11093	775.91321	1031.71924	956.34131	933.98037	842.98277	629.76207	913.27579	894.04507	775.6996	952.61009	916.28764	1018.17721	1004.76749	1022.54186	976.07974
GH32	601.07378	406.09731	406.15808	469.84163	383.20349	448.48631	387.45529	238.27485	358.4612	460.81075	469.38855	312.1879	316.57288	410.97897	443.13993	542.48791	429.32497	479.37914	479.39371	349.87731	365.35865	435.86603	391.44355	536.53115	314.54624	596.05735	572.33474	534.78333	523.15167	628.23711	595.00258	491.10372	533.20622	403.95527	490.23193	453.81206	389.39296	473.7194	350.79822	284.09197	339.19298	629.87873	625.93917	374.04189	379.00747	524.60893	447.18343	555.73033	499.25704	500.17374	633.23572	640.65503	434.71015	349.15119	485.08915	687.03025	634.86787	490.06239	652.61675	391.60601	385.5659	428.51831	474.98628	340.1286	360.80715	318.83477	362.52243	395.98979	408.12859	218.45915	403.69771	318.18193	360.28491	337.58445	552.46628	421.97375	375.20933	478.51243	276.57067	369.28357	512.73096	770.72273	517.98241	449.55021	554.64778	604.14989	471.03587	342.02788	370.65037	392.27029	357.93865	345.59987	353.56998	543.36451	501.61213	446.54386	426.30965	457.55837	223.40489	337.98545	356.77612	344.39148	394.13471	418.66317	400.17862	602.37208	431.53437	458.94888	491.17204	451.72303	594.26732	481.17911	588.45962	510.50754	509.16935	386.75005	280.16462	493.60967	653.20075	525.71289	549.79324	582.8741	534.09503	456.67657	526.50597	517.89662
GH33	390.20169	269.65773	235.47622	309.67976	173.28218	203.71952	199.87289	205.41504	195.64934	146.12374	129.45258	210.8031	132.65195	145.62023	123.73268	331.99453	338.97754	192.63253	323.90554	253.26889	274.31332	239.56528	147.30111	261.82211	159.26454	245.70039	263.25866	235.84423	248.43658	325.40291	369.78338	303.54201	312.5954	312.93049	176.37102	313.25625	156.65623	155.53705	209.33144	359.72998	226.39255	277.53738	229.79811	439.51055	215.82162	206.74606	337.67678	260.64514	352.07495	295.20649	224.42637	288.6213	337.15281	230.52762	254.28462	163.44894	215.19915	219.76792	388.5044	335.00347	244.25295	214.29476	244.31744	117.25749	178.93888	88.81235	388.98835	482.18209	261.68849	259.45163	197.68011	241.86846	225.73509	251.64024	409.22886	395.71007	328.09752	395.12673	220.26878	365.3023	518.05925	272.07415	385.07207	232.42087	255.42365	218.75053	267.77206	271.76023	283.81367	261.26383	281.386	321.29186	277.13059	366.31687	427.58359	514.64857	399.90818	302.99925	168.10099	215.0907	135.41359	383.94976	393.25472	392.63822	334.95681	130.07057	225.67767	249.20571	303.77527	305.42383	334.35833	240.65885	205.25065	267.08584	344.96516	242.74949	182.58042	343.73783	270.28108	362.41939	346.31445	496.74144	306.2393	370.79187	335.86347	301.94857
GH34	0.13492	NA	2.30886	0.66233	0.27082	NA	NA	NA	0.41733	0.44275	0.44862	NA	NA	NA	0.06057	1.78582	NA	0.14772	0.66843	NA	NA	0.28479	NA	0.22696	0.18342	NA	NA	NA	NA	3.06651	0.50571	1.75549	1.52262	0.33319	0.4756	NA	NA	NA	NA	NA	NA	0.187	0.16704	NA	0.07983	1.50596	NA	0.20571	4.75583	NA	0.77719	1.02685	0.55381	0.23894	0.7739	0.21462	0.94782	4.91679	0.14962	NA	1.56441	0.46012	0.50102	0.08431	0.48159	1.5975	NA	NA	NA	NA	2.24385	0.43574	0.15011	0.48004	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0843	0.46967	0.46065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42305	0.68705	0.21447	0.99206	NA	0.19787	NA	0.074	0.14604	1.30632	0.98401	NA	NA	0.86538	0.37329	NA	0.37975	0.33909	NA	0.08754	0.0942	0.62593	1.4614	0.6273	NA	NA	NA	NA	NA
GH35	248.6821	155.41798	187.25353	269.1371	174.42563	154.54463	155.39791	165.74284	276.22393	288.38278	397.08495	166.43008	107.9493	168.53769	140.34873	232.92895	237.34862	131.13268	225.10297	197.89745	255.75314	205.96584	175.12849	275.86244	183.04459	219.4311	280.43442	270.37107	262.52517	350.8931	366.35303	290.72043	312.91529	243.55029	113.82516	285.47119	290.36413	223.41896	141.5756	271.38748	154.78437	173.32752	161.29071	334.03263	226.20128	192.73253	352.50195	257.09414	327.33731	174.7334	289.13968	277.49121	274.59241	205.24685	239.91326	266.87747	317.04881	213.3097	504.0839	447.09593	302.69651	213.14649	233.70951	209.39965	162.03073	208.80863	408.6167	467.1379	208.57069	146.81934	95.72821	150.55806	167.44803	188.61205	209.4047	187.09142	147.06427	212.06737	108.67243	172.02838	294.38848	232.26389	268.71418	164.69262	219.91402	192.96923	199.17666	203.26497	213.12816	211.68887	185.94138	243.30607	235.75643	270.1413	297.55528	347.39988	244.90322	266.68293	152.89923	182.06684	159.29694	201.52497	204.92033	217.84735	179.23254	145.02749	221.44691	229.25804	283.18627	286.51378	194.96151	175.04222	234.01649	235.41482	173.28541	158.07883	123.48727	193.17101	157.97087	212.03296	220.64502	211.52278	236.96964	262.4882	285.60616	248.22356
GH36	622.60424	555.88893	580.29727	555.85574	484.86548	481.19251	453.36584	456.90327	573.76659	633.6143	737.38778	504.70101	466.98407	499.52121	505.42309	639.93298	605.79359	657.7492	606.70936	541.58288	545.53347	489.21976	403.53456	468.07484	323.61353	556.60471	605.33905	566.22318	583.88612	616.66396	635.64224	496.32362	526.58855	681.41572	528.06937	624.29821	516.72567	524.66933	442.03532	440.88626	429.62087	598.43088	655.31915	511.82734	527.49555	536.43719	697.30811	599.73018	649.42398	526.28802	787.25749	752.35514	475.60034	359.94684	405.3502	500.49707	459.44486	492.06352	526.56467	523.11588	480.70683	472.23243	526.86234	740.61061	535.37737	813.66465	523.05844	654.84006	546.96035	460.77183	460.39266	491.42533	514.41459	569.28168	696.79846	481.22945	440.12855	699.99122	418.07483	648.88733	776.59025	677.19974	520.71635	468.3907	541.66587	523.01489	530.03148	429.33274	448.66824	399.66105	427.11802	423.52174	451.57101	597.32944	627.2885	606.64016	490.43837	502.47764	324.83406	473.84465	445.08645	542.77675	625.82099	619.48064	552.90834	734.158	546.62835	540.9639	553.8349	507.65363	572.80543	536.75038	519.06949	548.97688	578.78871	579.22239	436.89881	592.50497	618.6713	527.39179	538.83546	545.55695	454.70897	463.81252	437.82446	455.51612
GH37	13.09651	29.17501	20.59646	11.48172	7.09525	13.83993	18.38104	13.65688	9.50541	9.37557	7.52518	17.38068	14.38594	10.15717	6.52804	6.94635	7.47087	4.76944	5.59494	7.67024	3.54968	1.32801	0.83804	1.93997	2.10968	6.77523	9.86931	8.73948	7.57265	4.29522	3.81148	4.16801	2.67344	10.07289	7.99639	9.04974	7.42189	5.79698	9.42353	9.25796	14.13603	13.53729	11.29438	14.92017	7.91517	74.77299	6.70912	6.70705	6.80335	7.29278	1.0574	2.27192	13.83235	18.42385	8.54623	10.37865	9.64622	16.44359	11.75216	26.18006	33.11768	34.12332	29.73925	11.22635	19.23166	9.83792	29.41758	31.34981	23.21852	41.05636	9.06988	20.03045	25.56864	39.0378	1.77633	1.52209	4.14391	8.36551	2.37667	8.17598	2.82156	12.9494	3.42348	18.87816	11.16903	12.43225	22.3118	17.3947	25.03673	26.95544	12.66332	51.20633	57.70001	14.85022	7.90574	15.01188	5.94892	9.59937	5.80838	10.23956	4.76778	30.81546	44.26108	35.52061	31.45012	9.34204	9.67622	3.47467	3.75882	7.91512	12.92418	26.00649	15.77192	15.75278	13.34838	20.17573	10.22775	13.76213	3.68216	6.32789	1.59927	1.21023	6.78697	11.80472	10.48322	2.27221
GH38	239.86365	190.41852	173.41665	137.22111	114.31683	205.68654	125.471	103.04984	88.79973	106.1451	64.35106	164.60054	258.36459	167.36929	123.87378	299.87408	282.56406	221.54857	306.58872	295.16481	304.70657	287.51599	160.89211	202.6851	169.72652	202.53296	228.94174	282.88701	206.76313	190.4044	179.1293	176.71475	216.92719	147.38224	146.33018	190.95397	197.83986	108.29208	151.69839	204.61993	196.04822	213.98996	193.25124	288.37941	293.16476	142.27464	204.74896	169.35032	179.62213	152.3887	135.78315	113.02638	145.16482	138.3777	125.78621	209.26659	169.42691	168.26577	151.72476	163.69072	276.90054	198.82218	191.44378	78.63985	154.96014	50.77695	168.47363	206.29141	146.4579	147.51101	207.87304	168.85971	158.17031	161.46666	169.34315	121.60114	111.23429	378.94628	189.66259	325.24272	216.67814	196.70267	115.62058	151.15969	216.23603	185.62318	160.22585	151.70699	120.22218	91.1571	117.30438	116.06378	130.80285	182.30685	186.03107	139.04027	132.77149	125.71972	138.34301	168.34736	223.37519	103.99008	113.63482	116.37966	104.40503	113.87606	152.37269	177.50829	159.59842	211.93965	243.95002	238.3324	182.84404	191.12739	219.01505	233.31412	145.32534	174.92196	181.22964	143.61548	211.53265	128.93142	156.97854	161.07073	190.33673	152.33843
GH39	57.76768	91.23325	103.84276	44.35564	34.30703	40.31933	31.14503	59.94773	50.38108	54.99508	45.33114	86.50539	51.99135	61.1802	95.32283	106.31997	116.07305	194.43503	105.28762	53.24153	56.13384	28.42155	37.82458	35.83135	22.30782	43.23119	43.57197	35.46562	48.67049	50.57965	39.15983	20.808	39.81282	35.19162	59.56063	15.41211	105.69282	110.18203	65.22338	67.50359	68.45304	104.9023	143.59997	82.34148	118.39503	139.9341	71.60654	106.24697	179.65063	41.78215	18.73674	18.63131	66.40593	68.83783	32.27664	51.24869	34.41536	57.8611	32.85441	56.86064	93.93894	69.61752	64.32573	52.748	70.52876	42.61464	74.50902	64.25683	60.59968	194.56108	36.17253	63.45882	83.54601	89.9192	85.1227	48.05956	35.45579	34.88705	19.6262	43.38747	49.62452	65.26858	25.92152	60.15912	67.24503	69.01648	68.22308	34.23157	52.27153	72.66717	50.55088	78.70659	90.66482	67.50947	116.80526	38.27202	14.76872	144.28047	104.60983	143.29225	99.38843	45.64264	32.52243	32.82396	22.49456	101.59075	74.7867	82.57235	57.72258	52.28513	57.73299	44.91634	90.63622	68.4412	98.07215	152.35532	88.64027	112.07022	78.82312	51.02778	47.25992	34.33668	34.24535	42.48211	25.76869	34.88967
GH4	135.81172	142.65479	130.5717	157.11682	123.49044	93.85722	102.55345	93.70347	122.87063	154.05452	162.9036	119.87011	137.76598	146.74695	148.46914	133.75157	89.70099	142.06563	118.83711	126.16399	73.45391	114.40152	74.46711	55.8279	72.11854	124.01235	112.0558	104.45008	111.87944	92.12841	81.21834	71.82626	62.22271	115.50226	115.24372	117.77002	102.27442	112.42416	140.50097	160.80354	185.05693	275.90286	204.36715	185.81016	213.77003	215.44753	123.21068	138.29488	103.554	101.69024	155.30847	140.92876	66.51132	62.32767	55.23143	86.77295	57.17031	101.54216	63.00698	124.94446	205.81283	207.83622	186.82249	126.42846	90.53664	123.92558	114.74319	98.87182	149.18117	139.61141	183.32428	111.78563	121.71246	109.74574	85.19641	71.58989	115.57197	137.11542	121.51757	142.99557	100.64417	163.12646	66.96824	106.10053	134.55428	168.26302	165.5812	63.99258	83.336	111.37144	72.81295	174.38514	231.93864	110.26849	92.35569	69.87545	41.11196	112.98512	130.00447	158.04273	185.98017	111.50789	118.54058	109.83391	110.89214	205.62952	186.22488	107.60272	76.24459	71.51002	171.90564	167.25456	156.65004	105.27138	89.66791	144.89493	106.19807	83.97036	196.42843	134.51652	132.46439	86.10073	104.90744	114.35973	111.59798	101.08313
GH42	286.94821	237.1043	265.46365	191.85251	184.92399	256.05655	217.44521	107.50714	115.38318	195.70047	136.16128	114.04653	127.21729	155.16386	203.08627	274.56111	224.24388	255.84487	232.93451	220.53784	248.82879	179.26386	164.23486	173.74317	117.62216	297.89901	293.70476	263.29498	287.34547	284.54246	261.94888	145.98677	209.93669	227.65763	251.87586	178.83309	206.64201	219.56263	176.59594	133.67824	182.96238	197.15429	258.11919	119.90832	159.84908	267.03043	360.18397	272.34989	300.57088	146.14772	109.53477	117.47236	219.50891	148.6209	170.98163	281.40089	229.62915	219.69344	279.21464	231.94483	237.28629	245.17554	263.55446	89.98697	144.62445	96.97493	219.8103	189.12697	165.92418	151.42511	184.60653	118.79109	149.72827	137.57754	296.4827	201.12823	226.51944	263.04307	187.88189	192.90063	274.59945	300.28776	199.09394	219.87547	256.32458	305.56064	270.54882	138.02214	146.98319	159.54678	141.29952	162.79281	169.62779	237.72945	247.86233	208.77212	201.95018	164.42116	115.95114	156.88903	177.43647	203.14129	203.36953	213.74347	162.33875	379.45201	246.01544	233.12117	228.81372	204.81667	251.44707	207.84289	270.62704	244.6005	194.05486	242.83935	174.65947	216.1512	308.89074	192.89317	272.33034	247.94067	246.96348	234.09861	211.1228	250.02244
GH43	3593.23609	2292.77513	2537.02367	2632.77998	2160.7316	2403.18774	2168.33793	1698.13013	2368.48992	2376.57097	3214.88778	2172.82016	1213.01651	2236.83527	1688.61999	3241.29262	3006.93809	2047.01932	2719.87567	3148.36916	5213.74997	2832.23072	2578.07571	4436.58601	2217.02607	3301.14697	3621.28331	3505.53878	3562.88133	3502.26165	3334.73136	2346.06305	3234.11608	2601.87803	1906.04784	2257.60664	3983.6115	2500.50555	2081.00203	2139.00493	1915.75006	1334.21242	1620.28409	1574.09068	1153.34391	2381.27916	3255.99691	3134.57935	4068.12388	1944.13466	2442.94611	3031.7091	3390.58734	2229.1336	3392.41843	3585.1803	3987.66543	2910.24495	4668.30083	6824.64765	3437.35509	3218.22504	3480.44037	3007.89418	2518.23284	3094.49568	2501.81783	2508.96705	1524.95465	1239.74966	1287.90485	2293.6333	2475.74455	2606.16652	3241.20646	2919.10053	2262.66922	2538.04417	1245.78359	2270.60463	3341.45025	2777.76881	4035.505	2920.31205	3325.15238	3386.03225	3234.53884	2997.61267	3230.11969	3248.58658	2962.07704	2873.89087	2948.73024	3338.54646	3518.25241	3630.80763	3563.60443	2386.31684	1183.48053	1754.70774	1550.17433	2357.60366	3286.94889	3734.45741	2575.2685	2627.72645	2971.36261	3509.98918	3962.34495	3908.24332	3096.25591	1889.56413	2893.21883	3180.1274	2423.76679	2504.11385	1857.66281	2975.6319	2510.38015	2454.72154	3317.94634	2982.49466	4765.54626	4048.46246	4386.52297	4586.31192
GH43_1	23.00358	21.40383	38.14053	58.0269	37.58644	36.95315	34.33263	39.72816	93.26076	84.50236	162.34439	39.87577	23.39831	26.75354	22.92339	55.21792	54.69649	27.4783	50.77163	38.14774	75.50795	60.49563	59.09763	113.76726	42.67181	29.10672	26.47124	23.33067	30.73036	97.07619	95.88983	70.87191	87.43135	46.83285	24.25107	52.5561	95.43866	58.0015	30.80966	30.53151	29.79684	15.93343	19.08963	33.09327	12.88605	20.71672	23.04134	33.76429	53.61791	40.65852	80.55862	95.23823	91.88803	39.92491	118.7622	71.80413	107.45471	61.85076	118.46653	99.14631	48.95553	45.32806	52.64952	132.48432	54.14385	147.12675	41.27294	29.02045	15.14289	21.24966	14.8756	35.67698	38.6734	25.24766	53.03026	34.23408	14.09128	41.05	21.87128	48.99892	52.60778	46.70959	105.77789	42.45148	31.0246	31.78366	34.28138	84.13177	99.97586	97.30871	64.56998	72.92583	55.82768	55.0632	62.52847	90.41219	83.96609	65.85582	20.22461	23.73672	18.06447	61.62524	87.6383	97.87799	56.30687	26.44571	31.01558	51.36504	66.14861	51.07518	50.58309	21.35354	46.77001	50.91736	50.61742	31.48934	18.78265	59.78809	29.88555	44.85155	50.40075	84.47003	63.08989	51.50397	36.06363	77.44755
GH43_10	102.3135	134.21379	220.287	160.49215	140.55893	143.5972	152.48438	142.30786	238.16103	217.76118	348.3571	150.25291	94.15638	143.58785	154.81779	182.51168	166.66768	124.45905	172.50371	246.84769	395.64437	191.69849	174.86688	338.12976	153.9606	151.002	175.70685	155.8312	186.12553	274.81428	278.11348	181.98619	237.32723	189.42729	135.56152	186.28232	279.83336	248.06239	136.94121	110.93313	138.78026	52.29987	72.43487	82.94611	54.38613	114.98053	177.80056	175.47682	225.0503	214.79442	276.15281	319.60154	278.75994	149.25789	391.81086	263.84029	325.82095	238.37488	331.79154	535.04073	238.78361	197.34387	214.16389	272.36351	189.44985	301.27963	171.16681	195.92809	82.71848	59.72723	78.87778	114.60457	148.0874	125.44244	263.53314	234.48424	169.20526	170.14743	73.43419	160.41303	290.26436	185.43049	286.70416	228.51318	205.63724	192.52475	193.26252	198.19819	209.01489	228.65325	185.70679	257.5012	230.14549	168.34669	206.39344	274.14468	211.21079	277.1798	98.12289	143.7806	137.21184	209.78548	288.58474	309.59038	193.48326	176.33602	177.55481	209.44457	251.30774	221.83257	166.40493	103.03265	190.36613	192.95595	227.69179	194.61187	121.99694	284.38001	188.21798	222.3049	262.77507	285.53455	322.17477	264.98986	224.52952	347.37852
GH43_11	31.83845	36.47217	42.51592	9.14058	14.008	18.0934	22.0457	8.2101	12.79864	34.31388	26.96727	18.46856	22.67207	17.96418	40.63167	36.78645	33.94929	40.38722	35.42972	30.66052	35.60023	16.60389	15.74661	19.61044	14.49384	25.89907	24.06497	18.9482	22.41163	36.16651	23.83755	22.59357	27.91218	26.20082	47.15767	12.28821	33.64839	31.05806	19.33593	5.53831	12.92745	34.29269	47.32599	5.7977	25.07999	43.73304	89.24515	50.25642	56.20024	15.6202	18.97089	17.6356	18.13089	14.56496	16.3087	44.95229	31.52125	42.68627	20.36636	84.85765	37.25182	23.36552	33.14758	9.48778	11.70632	11.24691	57.00822	51.87245	28.93475	21.16297	40.46309	22.92964	25.34087	22.53023	25.30972	16.75628	20.95151	17.34968	9.11389	15.30047	24.13544	14.54352	9.08177	12.47443	25.34903	39.1132	25.44749	10.38945	15.64532	20.80641	15.08877	26.80971	32.74544	23.82007	27.76009	11.37987	7.00853	34.28494	16.7081	24.98575	43.85409	25.97516	19.08092	32.3047	26.4269	34.82075	25.6709	28.03266	19.91962	24.64359	14.5462	25.91806	27.77936	40.51849	20.12036	34.54633	26.21634	40.6419	50.09605	22.73892	39.83877	25.60385	10.90135	9.2943	6.14329	9.07879
