feature	SRR13759185	SRR13759186	SRR13759187	SRR13759188	SRR13759189	SRR13759190	SRR13759191	SRR13759192	SRR13759193	SRR13759194	SRR13759195	SRR13759196	SRR13759197	SRR13759198	SRR13759199	SRR13759200	SRR13759201	SRR13759202	SRR13759203	SRR13759204	SRR13759205	SRR13759206	SRR13759207	SRR13759208	SRR13759209	SRR13759210	SRR13759211	SRR13759212	SRR13759213	SRR13759214	SRR13759215	SRR13759216	SRR13759217	SRR13759218	SRR13759219	SRR13759220	SRR13759221	SRR13759222	SRR13759223	SRR13759224	SRR13759225	SRR13759226	SRR13759227	SRR13759228	SRR13759229	SRR13759230	SRR13759231	SRR13759232	SRR13759233	SRR13759234	SRR13759235	SRR13759236	SRR13759237	SRR13759238	SRR13759239	SRR13759240	SRR13759241	SRR13759242	SRR13759243	SRR13759244	SRR13759245	SRR13759246	SRR13759247	SRR13759248	SRR13759249	SRR13759250	SRR13759251	SRR13759252	SRR13759253	SRR13759254	SRR13759255	SRR13759256	SRR13759257	SRR13759258	SRR13759259	SRR13759260	SRR13759261	SRR13759262	SRR13759263	SRR13759264	SRR13759265	SRR13759266	SRR13759267	SRR13759268	SRR13759269	SRR13759270	SRR13759271	SRR13759272	SRR13759273	SRR13759274	SRR13759275	SRR13759276	SRR13759277	SRR13759278	SRR13759279	SRR13759280	SRR13759281	SRR13759282	SRR13759283	SRR13759284	SRR13759285	SRR13759286	SRR13759287	SRR13759288	SRR13759289	SRR13759290	SRR13759291	SRR13759292	SRR13759293	SRR13759294	SRR13759295	SRR13759296	SRR13759297	SRR13759298	SRR13759299	SRR13759300	SRR13759301	SRR13759302	SRR13759303	SRR13759304	SRR13759305	SRR13759306	SRR13759307	SRR13759308	SRR13759309	SRR13759310	SRR13759311	SRR13759312	SRR13759313	SRR13759314	SRR13759315	SRR13759316	SRR13759317	SRR13759318	SRR13759319	SRR13759320	SRR13759321	SRR13759322	SRR13759323	SRR13759324	SRR13759325	SRR13759326	SRR13759327	SRR13759328	SRR13759329	SRR13759330	SRR13759331	SRR13759332	SRR13759333	SRR13759334	SRR13759335	SRR13759336	SRR13759337	SRR13759338	SRR13759339	SRR13759340	SRR13759341	SRR13759342	SRR13759343	SRR13759344	SRR13759345	SRR13759346	SRR13759347	SRR13759348	SRR13759349	SRR13759350	SRR13759351	SRR13759352	SRR13759353	SRR13759354	SRR13759355	SRR13759356	SRR13759357	SRR13759358	SRR13759359	SRR13759360	SRR13759361	SRR13759362	SRR13759363	SRR13759364	SRR13759365	SRR13759366	SRR13759367	SRR13759368	SRR13759369	SRR13759370	SRR13759371	SRR13759372	SRR13759373	SRR13759374	SRR13759375	SRR13759376	SRR13759377	SRR13759378	SRR13759379	SRR13759380	SRR13759381	SRR13759382	SRR13759383	SRR13759384
GH42	202.97343	302.94237	177.51267	249.50739	122.78983	82.2988	232.9916	246.37988	266.43168	257.95768	282.82753	223.54812	231.48727	149.56162	187.02188	75.19927	109.51482	246.14252	304.57519	246.52928	220.02819	211.84314	281.21004	319.47924	180.31997	238.8933	81.99594	67.2938	166.38966	235.40001	272.18484	229.7634	171.82825	275.26108	129.77213	263.68997	303.84849	237.31815	222.29573	301.19637	273.17435	145.21434	207.32079	106.68934	60.96441	50.4671	263.09066	344.16453	152.88314	221.48098	110.07041	132.15236	280.1252	199.12683	150.96374	224.53904	143.96901	127.65514	201.84555	241.05996	96.1822	402.61452	379.44533	123.14177	30.64043	149.84	170.51679	241.33818	364.76144	303.08601	160.94486	155.3013	131.23139	168.1152	125.76573	126.97403	135.93589	233.89641	271.12017	427.97324	430.11157	183.07761	214.00779	34.48807	38.17009	254.42763	178.4653	132.58153	268.59251	256.50331	37.50709	18.61636	38.41495	193.86485	244.53521	50.7581	157.56025	149.51143	175.22459	41.7336	96.62829	176.20496	226.44035	183.50084	125.45974	110.34853	70.66267	113.45941	66.26382	214.49782	177.52576	182.15458	170.04862	195.96592	91.10642	73.37783	300.15301	366.84591	36.27403	157.11718	243.21633	238.67192	201.63283	189.16975	161.86608	303.47899	338.70189	262.7315	268.58971	113.41738	77.338	172.80113	238.24518	296.77756	280.85181	271.45679	427.80177	294.92015	238.39791	228.53007	422.6388	228.55435	380.76856	285.03004	316.6083	196.85015	127.93398	292.16879	307.65266	17.75619	46.19491	105.08122	169.04991	300.91953	377.46129	365.37345	295.72508	139.51868	161.23731	208.28781	229.67725	231.0519	224.48725	129.39107	303.18513	41.9997	109.27565	302.29861	304.81593	114.49179	94.44318	344.31621	275.48701	209.59925	191.60693	503.93343	22.28906	44.35495	227.35581	181.93745	268.11094	318.64379	166.3745	312.63151	26.24893	14.41863	128.37699	188.37852	231.06723	235.88763	216.67331	110.06019	160.07188	11.63265	17.74325	11.18392	26.32382	287.66113	44.22173	7.94449
GH43	3161.78293	4693.96879	4753.80803	3562.97631	4912.20078	4818.78131	3535.14337	5552.46875	4230.60273	4317.33367	3460.15821	3811.76859	2953.04515	2521.0038	2144.71329	2106.73037	3275.77442	3105.31929	4882.29603	3631.69754	3263.62636	3034.32668	5672.45169	5664.23357	3548.92389	3774.38439	3347.77106	4082.66137	2807.94889	3982.68684	4908.35208	3844.91003	2534.46425	3488.30539	2761.39694	4807.5461	4049.98421	4505.68743	4248.38005	3434.96944	5336.35448	2928.02543	3605.41476	2848.12886	5552.26701	5530.23875	3392.7465	3091.13589	3467.95901	3735.09477	2014.85753	3803.69965	3752.21618	3490.00502	4594.21726	2828.88678	3146.45419	5211.34996	4978.60854	5392.01065	1866.27586	5453.23621	4808.16564	5709.52816	6788.27407	4105.01285	3153.58945	4936.14517	4989.2807	4567.96895	3468.16322	2937.90006	3702.58497	3941.77756	2723.65322	3993.65478	2172.60845	5035.62303	6034.05225	2493.17792	2862.12265	4415.72963	4936.66833	4590.93165	4254.10156	4069.70771	4043.47699	1776.92982	2822.01661	3474.0932	3549.40404	4556.03986	4796.24195	1497.17696	5226.86972	3864.26106	4918.72107	4701.10864	4227.37793	4428.63557	3626.80544	3535.57632	3996.19523	5041.7178	2911.01046	3751.40832	3873.08923	4152.5352	4078.23762	5620.42508	2916.05737	2672.41695	3186.89526	4129.33854	1374.60235	2123.42673	4043.65933	3864.18382	3823.43261	3106.03211	2574.09703	4455.40396	3830.914	3082.24964	4064.5224	4289.24686	4931.7281	5429.79455	4851.24083	5024.35476	4595.44772	2741.02889	2969.26937	5005.7186	6612.36221	5726.6865	3227.10327	5091.06113	2930.94334	3063.46212	3161.71062	4915.45958	4411.28144	4766.41286	4803.28462	3559.12953	3554.06261	6236.53956	6140.90472	3453.23751	3286.5968	2175.35421	3411.35713	4680.84816	3986.61792	3534.26799	3659.07636	5409.449	3899.42417	4499.58478	4327.06627	4402.5157	4633.27015	2169.89765	4512.67059	4385.22687	5067.14472	4145.88788	3217.47398	4068.4429	3220.71442	5485.92084	4661.55474	6156.66928	5151.73543	6980.42497	5663.13571	3727.97746	4670.79076	4958.85031	4841.99399	5682.82577	2560.99596	3107.25279	3001.02075	3970.9591	2606.66262	2711.16433	3975.47449	4277.7732	3597.47865	2312.30581	4116.80974	4309.98737	4619.20195	3696.84442	3608.49429	3025.80507	3806.19391	4610.10435
GH43_1	115.13757	179.59098	84.34151	97.50503	252.09748	240.97767	244.34518	241.18122	100.20414	107.38229	117.99616	100.53922	112.41665	53.13428	42.50318	68.77071	131.81326	54.87884	106.17532	125.18115	111.26684	71.34039	179.32164	162.99542	132.91673	193.78348	182.31119	196.60536	51.6501	88.65565	161.20947	142.95308	99.62334	136.92342	134.90133	28.94422	25.58673	108.26686	108.26993	101.36224	120.16784	11.37246	19.28825	246.0028	262.77132	293.83915	96.66411	71.41266	105.45997	133.91944	56.92753	135.4088	149.95273	125.37905	106.71925	64.83986	104.77524	223.03224	185.1302	44.28484	NA	177.54938	174.11083	194.15605	306.73246	144.95813	62.18827	164.33373	185.12187	166.55723	87.59947	41.06024	172.97442	136.40422	147.00878	246.7975	44.70873	157.67697	162.44844	105.08898	145.61879	221.66569	179.0417	248.67241	233.91979	123.10848	77.88183	38.83064	78.21655	142.67531	147.07246	210.90429	250.09213	17.59178	115.76587	266.26151	72.02289	96.35761	174.53149	292.1826	162.00183	189.09775	154.36985	99.70247	118.49834	146.15132	146.6789	215.80207	216.72767	250.80362	22.60107	5.32408	76.27597	92.46867	44.94871	69.69966	135.54117	70.41397	272.86505	100.29078	99.31437	179.07059	130.07415	208.6711	208.27028	178.8255	184.68501	18.72502	35.84208	199.89976	190.43408	57.53419	101.59509	64.78051	125.25966	143.79045	58.4814	128.04423	72.62504	43.46019	94.19857	98.12593	126.34518	184.88466	183.65338	91.13172	123.33414	191.2108	190.10007	276.04974	222.70499	47.78181	91.12372	181.67791	172.93234	161.34236	89.88273	204.64694	127.03175	135.00422	143.11364	45.25288	36.01201	40.31986	39.76873	214.11502	222.49231	234.20494	193.05122	133.6519	119.8096	125.61136	130.59243	130.80165	56.98685	124.86188	261.05818	161.73251	61.968	228.40767	82.80358	129.93973	38.7993	66.45207	227.02359	286.50957	56.58197	130.02021	185.34652	73.62497	52.59534	30.73296	84.32642	266.78379	234.73471	266.2125	244.67869	124.66331	248.65252	330.08759
GH43_10	287.38337	376.07093	283.85381	281.61588	290.65924	299.41176	319.22063	393.09427	296.97339	279.27926	344.039	246.46494	300.74343	205.01198	166.11498	190.39777	323.73395	177.0686	282.61042	308.55992	243.8476	210.42181	412.42397	441.81476	267.31867	346.46441	358.79563	409.1695	199.58003	283.69892	336.27598	304.07166	270.36167	320.20565	305.26684	238.34881	212.79905	340.65983	245.64433	226.07669	378.61703	156.78696	221.30591	477.50794	484.86134	514.2781	255.56805	264.44216	392.19836	392.58014	140.6226	315.32684	318.92286	272.58847	446.11754	211.3463	214.14228	445.70457	416.91164	382.2599	39.09775	580.34027	518.89541	378.80215	548.67628	418.89719	233.48259	334.75159	472.47133	478.21176	379.07727	298.23694	375.48813	252.74937	309.51593	559.03162	111.91508	401.47967	488.71741	302.38852	359.15448	445.63761	415.7588	428.99764	402.94982	271.23771	169.4735	102.91917	195.69142	304.11295	300.38558	381.62915	551.72432	81.36733	339.36309	363.59482	246.77138	303.06851	337.15997	518.67022	370.44991	349.52383	353.63877	340.32245	357.90658	303.03986	348.59248	381.71565	380.50315	488.83268	389.20554	305.71321	276.07886	376.33595	110.06857	177.83674	379.96036	240.86283	420.77268	225.82919	380.69077	359.43794	277.73722	317.25141	444.07611	288.0761	322.63623	148.90977	197.101	560.69589	512.37715	368.32621	211.40806	248.13656	474.51525	502.65018	204.36499	305.01418	249.77348	146.1088	271.83477	228.84099	312.3371	461.29516	477.56511	309.69144	439.45137	344.41609	334.6661	479.71747	473.68295	158.9762	226.67856	407.90978	275.82099	270.71671	213.62632	588.60628	384.04996	412.21712	359.81143	297.11961	219.65137	114.44748	278.21035	445.73449	497.73232	347.4592	336.84789	658.36335	583.85299	312.82213	272.9674	485.6538	423.49723	446.18446	480.48379	278.12004	171.01858	347.98233	219.70516	384.09775	157.94827	195.61281	423.41915	479.40677	188.32674	247.12729	318.94969	273.62337	271.28763	193.08208	346.90779	455.94688	419.46512	397.93244	415.25413	321.69494	369.53493	452.71671
GH43_11	29.73624	22.74951	15.39549	36.70303	7.80324	3.70941	2.20843	4.55483	21.90289	9.92449	33.91825	14.85641	20.12076	7.92699	17.83509	3.57202	2.88545	14.09748	14.03952	2.08043	70.52648	10.79328	22.83529	40.21399	15.04364	9.67251	12.00534	1.93586	8.44215	13.69549	4.18776	5.74314	4.73458	54.46787	22.76197	11.48155	18.73632	24.29665	8.55179	28.89836	9.56666	14.52726	12.20533	10.70441	6.77231	3.44816	20.98798	48.35859	9.76952	7.49046	16.08797	6.03973	25.839	17.98281	8.19113	24.01029	9.85832	5.66734	7.36625	9.9582	15.62768	6.73787	9.27262	9.47054	11.97415	6.04764	8.09064	4.20197	7.39337	6.96606	27.64925	18.40165	5.93371	8.33693	172.74863	6.97311	6.74757	6.97889	5.14151	65.87893	68.29576	8.00044	7.64885	1.56824	3.45844	12.24926	8.72583	6.84048	60.26335	10.1989	7.58364	4.00547	7.19657	56.79625	6.77565	2.18928	5.02173	4.95371	38.80748	5.46553	2.87302	6.51561	14.55934	2.61502	8.85918	24.38738	21.70715	4.38556	2.21904	5.40518	5.92652	7.80607	7.88342	13.00292	11.27172	4.98104	11.50737	49.89688	8.15083	10.57319	25.96738	6.23561	6.1435	3.865	5.15262	7.42916	8.46564	8.38943	5.16264	32.59162	7.55867	17.7472	12.89835	10.37911	13.56242	13.65001	442.24901	7.55855	18.99172	31.7019	39.24181	3.07698	23.20053	7.42543	12.36653	14.25826	4.11062	3.84231	3.19579	1.57083	2.26752	6.55499	7.10793	7.38884	7.96581	16.59144	31.17571	7.33608	15.95282	5.12081	20.91803	4.19138	3.99241	10.65174	11.45144	5.17521	20.14395	6.53919	18.99852	27.51128	92.93056	1.68274	2.86209	1.67966	12.05434	18.08389	3.32755	2.72457	3.71112	13.63155	6.36476	5.05399	35.57854	35.79904	1.8771	10.82668	9.26665	53.22156	26.80618	7.63151	3.99552	11.61612	11.10218	0.52094	0.56827	1.41141	2.55824	37.76552	1.10264	1.30911
GH43_12	126.69835	178.05242	152.1423	161.69933	176.34057	189.28615	188.98974	171.72805	206.10686	195.99558	177.72966	226.92986	202.60272	87.22363	102.23972	135.73898	204.06587	107.85065	181.14867	151.51106	122.00333	120.57329	232.21749	213.83709	157.08762	174.39302	194.41193	245.06325	95.99266	119.81765	123.3519	129.03148	98.35379	119.32132	109.91377	120.16566	125.23773	126.17531	96.84123	81.30876	161.2381	72.8629	84.77417	187.16002	241.31502	254.10317	151.71649	161.2737	186.88078	175.75222	56.12822	145.28199	191.03647	181.73078	208.46162	131.82111	145.21596	200.17802	203.68681	153.31775	19.59311	161.80466	155.80152	199.20455	281.91425	208.68763	93.48889	149.17772	219.57516	200.90506	142.11809	121.18714	176.59123	157.53198	136.84849	171.17564	79.13115	157.41576	200.41976	90.99634	106.96106	171.37444	177.89572	185.21966	175.81114	147.45717	108.39161	61.53268	85.05218	117.7708	147.61805	209.09393	208.87817	59.74533	203.88853	228.70609	128.33856	115.43445	162.24718	232.4939	192.82171	191.36361	189.26058	147.50838	144.15611	128.70358	139.65964	162.60482	163.39371	251.85776	224.33627	147.95499	113.24423	141.28884	73.68021	77.07744	264.38042	176.29145	204.29512	119.94156	155.95049	158.21594	132.84166	175.27142	180.81101	142.55058	162.0544	117.94361	109.62703	239.23605	189.23301	174.55108	132.48741	100.46854	198.18852	209.26137	42.51754	152.629	85.95283	67.62902	193.5031	145.11125	156.286	151.21851	221.95857	144.95681	183.69892	215.03962	209.86886	205.28695	198.69438	71.42352	127.91632	159.22888	154.31029	167.139	148.02856	250.05708	182.96847	171.68668	246.93594	128.47082	75.8248	49.93545	175.87909	213.82986	222.39044	301.32423	242.70487	162.28719	174.19093	160.38682	107.70689	182.89162	152.73523	380.01549	265.78344	143.23235	106.79965	194.42582	113.37606	152.88597	49.38869	97.30062	205.67997	268.10804	107.38292	144.41566	200.42031	179.19423	130.52233	105.13855	160.71751	217.14115	229.05155	182.58292	217.18303	154.26838	164.37177	198.57345
GH43_16	6.00573	47.76806	44.16845	23.28774	4.62712	2.43026	2.77647	7.63568	74.86556	88.39403	25.61354	95.40904	76.75938	26.71864	15.748	5.04826	6.38339	11.77944	14.94307	31.11508	32.12049	48.97222	1.17614	1.67547	61.21858	14.7017	140.01864	141.43635	93.63941	70.83447	10.25323	28.69535	19.86848	9.38907	10.23236	25.89711	78.8471	19.99477	22.88296	3.29128	34.44253	44.62569	53.89961	4.90378	4.19198	1.28276	51.3115	23.95278	13.52478	11.96828	4.51238	12.01519	4.768	8.21695	25.1551	39.71706	27.9882	3.35006	9.24899	2.85646	2.95287	4.2053	6.08942	15.81351	1.23719	24.44914	23.02864	14.75094	1.19067	2.71211	22.77292	12.99114	31.75919	57.93282	8.69372	12.9085	38.52176	9.279	5.79259	17.85965	14.31793	42.43068	90.34528	7.6515	9.33236	35.49356	56.34267	16.18515	10.55356	17.83565	4.97534	5.60975	2.65703	18.52264	35.62212	2.6862	57.42112	45.50267	19.13313	1.77183	14.7751	8.17472	15.05851	15.23915	25.05763	6.62291	2.90992	3.0532	5.89586	7.30756	0.73582	8.0865	24.04524	23.33076	5.76184	22.1464	69.79536	70.11297	2.40089	9.00266	21.45582	16.80551	20.80415	5.10376	6.80698	4.92185	6.57985	118.32368	70.56037	6.66571	4.23596	5.04054	18.34324	10.3604	117.72765	60.47049	3.64168	51.30466	34.77455	47.65822	27.18037	36.53425	9.77465	0.60055	0.83926	19.32977	23.22168	74.94361	66.50389	0.23312	3.75945	22.63987	31.87917	10.9582	18.35691	35.83457	18.48574	25.63459	29.52634	36.92604	20.61554	28.11026	107.46752	22.39788	3.93562	6.179	13.07884	34.88151	26.7527	6.00744	5.50415	29.99242	6.33898	54.45581	21.29757	23.32313	0.56797	4.61595	102.80411	3.64928	93.20059	56.17849	14.08315	66.53404	3.73636	1.58188	49.47984	9.22614	6.76185	4.34568	2.57684	67.17189	53.74493	0.96669	2.04223	85.30513	109.71024	18.6329	156.19793	208.15768
GH43_17	58.02556	36.71659	55.17827	52.00116	13.37432	28.73548	123.36053	140.78733	41.98086	32.08287	30.74716	15.82352	16.41495	52.77754	30.16333	30.87986	40.75071	75.63836	75.18446	74.10916	34.41642	18.05486	138.88289	137.13809	38.53378	86.63353	15.29708	27.6273	31.2496	36.56848	123.73639	73.89448	28.51132	56.32145	43.64207	105.48142	83.95372	85.90785	92.54129	91.13252	108.09798	32.20258	57.93407	8.18564	24.78321	25.36599	42.13809	44.2709	77.14552	87.15072	34.0117	45.74913	103.44958	84.95465	58.50442	37.60353	56.41846	24.80817	59.08816	7.08186	1.16669	185.45803	161.7848	34.10972	2.61272	55.04388	62.26275	110.0636	130.14688	107.44956	28.51538	34.58025	41.84855	58.59002	58.51894	52.88538	27.24853	124.98153	148.72313	31.14789	33.39569	34.46539	56.42424	14.37361	9.96807	98.56667	65.21177	34.15731	51.94914	64.70574	19.17348	22.13251	6.85809	9.71976	44.60998	14.01938	61.68921	83.27584	60.13836	13.69457	35.45578	119.96988	67.28769	58.9916	42.77753	22.47113	13.78172	37.83129	21.24718	119.42207	60.57352	100.65508	46.2382	78.81209	16.21932	33.52448	19.19723	24.59303	15.36131	39.20317	38.0278	99.27299	74.93524	72.22088	77.80053	140.32191	168.05044	16.73372	22.19122	4.30784	18.66592	32.63384	59.98143	114.87278	86.3979	86.32763	33.74442	94.02535	22.73558	35.58772	52.06264	101.49753	104.88561	133.27674	142.02976	47.27784	43.14897	152.26135	155.53051	2.71726	10.63473	48.33422	45.24067	148.44682	98.78877	75.57749	52.81253	69.29801	110.03515	141.49842	80.55532	100.45089	95.98369	50.33546	14.54061	7.06437	21.55349	72.02427	109.51392	84.17926	62.69338	99.39984	130.42581	89.75682	16.47505	13.19028	160.59828	81.90862	26.5669	116.02452	21.85906	23.45025	114.43344	43.65018	16.66221	4.13617	40.948	67.02547	110.42633	0.09973	1.02061	36.09087	86.62872	0.86453	6.65818	1.0434	2.96909	16.20455	10.05873	0.75035
GH43_18	90.18482	105.43675	132.54846	88.29703	22.16707	21.96522	275.95214	343.2879	116.22302	81.97445	53.08976	48.56898	45.05388	99.0171	97.71515	85.28464	136.76715	157.3659	223.97937	168.18922	63.74134	34.10042	95.85325	23.78483	71.47081	118.06867	23.64935	60.65073	33.39882	69.66033	59.4783	54.51026	28.01209	115.42752	94.37013	175.47615	78.45489	40.89234	38.31484	10.23176	63.28927	48.41789	119.289	9.15768	53.65289	66.62922	54.36169	99.23494	45.14132	61.46492	64.92048	124.16644	16.5329	27.9123	124.51206	64.3243	106.94142	128.16784	124.21957	108.53219	1.71267	65.77201	50.12858	256.64682	365.80162	120.01687	134.7817	53.62455	41.06605	42.9037	47.74561	76.987	101.80916	146.82402	126.12859	85.93234	48.25753	33.06723	29.31602	64.18319	77.5265	79.5094	126.63425	13.12132	14.35758	128.75606	74.07627	41.16953	20.30052	18.12421	51.78555	80.98285	244.94969	2.8434	196.27212	66.49089	198.5952	202.51905	125.45497	5.48755	10.29631	218.20731	180.43893	180.57716	130.44119	22.15954	17.86094	210.31382	212.07934	257.17518	142.57464	135.06427	66.45425	93.43937	34.81282	36.04861	39.43795	46.58052	4.11947	50.35847	44.5233	212.43847	138.06704	131.52187	176.68403	35.74767	61.66161	52.85583	96.35031	302.88546	229.47906	44.39465	120.41148	274.63081	143.51773	180.84678	9.2782	56.19423	12.07621	24.93043	108.99976	165.23244	26.13117	45.83596	102.49191	62.06296	55.25245	257.69646	265.22787	140.22681	171.72127	35.94415	90.85611	28.91901	115.2675	117.86237	62.45499	97.14882	75.72384	96.40304	118.94595	235.02902	134.13217	46.28416	99.3979	21.07413	83.95224	247.26109	281.78207	140.03172	116.98662	74.91123	60.92483	161.08426	112.86891	219.60557	95.92034	56.5147	60.33909	226.55113	46.47325	26.77065	38.12207	57.89828	107.23754	141.66196	61.94812	145.61578	229.06555	124.48278	101.81671	24.17813	60.01736	46.50068	63.3693	36.53287	48.36496	36.86483	261.84936	371.30613
GH43_19	110.02752	289.53542	169.73129	116.05639	86.79013	75.70908	172.20011	331.092	206.91888	190.02365	205.84273	128.10024	100.23819	98.23241	77.15676	31.00919	61.94825	136.61572	184.34491	133.95191	87.4064	126.43889	304.97373	279.36836	99.63739	154.84302	25.41854	42.11991	115.42485	221.12942	277.94184	189.94846	120.46584	124.42963	98.39787	229.10014	128.72092	171.87703	180.319	228.5896	263.94295	82.17588	134.41051	60.7317	65.05139	42.79669	98.76568	102.59235	122.5721	182.16629	33.60784	47.85537	257.01242	190.37906	129.39002	99.16019	138.3135	62.31589	105.96597	103.26404	0.13997	317.66014	294.68453	99.67392	8.64163	134.25538	123.66955	271.72937	260.7718	229.7357	99.79549	74.56942	111.40233	156.02958	155.5272	135.93703	72.28182	230.72099	260.49311	128.43222	174.28731	59.47757	91.55768	32.68755	23.15795	161.78968	173.87043	55.63874	88.68406	166.51269	27.68838	39.41498	12.37978	0.06537	136.10834	31.9985	153.3078	185.07098	174.45709	19.2063	51.6277	189.23113	114.52993	169.63821	109.67818	37.52143	21.53133	60.54464	40.63142	303.82881	87.47819	82.22069	116.98933	169.59046	41.22317	83.42361	221.41475	141.30615	4.39157	66.35823	44.1672	246.81777	189.53521	128.27039	166.3365	319.56491	310.9113	139.90955	131.19937	17.13633	38.13705	58.85523	144.21571	293.72606	216.45435	170.40381	105.52078	268.71625	150.36672	106.40965	97.09811	124.99266	228.67022	287.10469	247.84383	83.72389	87.60659	273.17682	268.1035	5.43755	28.02733	91.99588	120.61278	323.20289	212.26157	168.74244	107.25187	172.31485	156.48934	197.58155	180.91637	182.70419	162.05874	62.48913	145.28978	21.9672	41.43214	206.38888	154.62312	111.17515	72.15244	197.32493	236.76609	224.16311	122.99476	236.62157	9.92712	32.8098	179.9952	289.09368	207.80673	281.05434	71.51293	86.10907	11.99094	18.42625	77.063	145.7508	229.41997	76.55166	48.23421	46.9825	124.44281	1.24983	13.73855	35.78112	35.48718	146.74539	38.91292	2.13431
GH43_2	108.85591	11.11245	49.87747	19.0999	150.74366	152.08381	2.17219	12.85493	74.3562	69.18057	23.52898	97.03487	60.22337	33.60856	5.48322	35.77554	59.968	13.17662	13.90011	9.96193	57.59917	42.66263	65.37454	70.80448	62.26653	68.27676	164.93219	181.29437	36.99277	51.15276	53.09731	33.39218	26.43864	61.22826	72.89716	6.31029	10.35085	47.64904	53.88072	37.60496	82.32052	39.09752	27.92324	15.2486	199.16488	222.27128	44.65931	30.70575	73.51329	62.26431	17.02183	158.93422	7.57291	24.60769	68.81124	18.69494	26.11084	161.7451	129.57267	43.57893	0.05743	80.02196	65.839	175.01241	244.36881	65.44196	50.67348	52.10953	89.26263	89.78	87.65837	41.81115	103.62921	38.72844	35.50049	139.19854	7.37107	71.81133	85.04773	26.27494	28.77736	152.70729	99.09159	273.84215	232.03354	32.32444	33.45958	7.35609	23.58048	29.39313	133.79651	180.93999	170.54669	0.02266	63.63298	137.73201	83.1135	80.68489	59.9678	240.60382	136.18876	11.90425	36.95605	58.15648	23.24862	122.9156	145.37454	152.1821	153.04009	58.86883	31.03144	9.04047	42.05931	41.14072	15.17421	23.3353	55.2628	23.05612	68.14963	57.40611	56.41516	21.69363	19.98437	51.59031	83.71068	3.12297	16.84275	23.82559	44.55273	153.45472	152.45068	28.96666	7.09561	19.39875	23.64736	79.46944	15.08659	59.39522	38.46244	19.8552	10.75419	16.42167	33.0102	6.8024	22.63547	82.3682	108.42325	4.2806	9.08516	215.03793	189.335	22.00559	19.03851	55.11152	38.78482	22.991	31.08181	149.08134	46.01453	50.93876	11.59899	18.6237	16.15781	27.02355	76.46943	182.57407	177.52522	11.17148	0.16926	122.87943	90.8605	47.70503	61.49034	82.13417	84.76956	187.17736	228.05998	132.19582	6.00554	6.86442	5.95062	30.63568	22.93119	42.73724	235.77204	236.35826	21.37929	8.2935	0.06328	100.52464	80.50908	29.09052	87.04846	358.86079	334.94508	139.34999	128.77636	19.91324	131.1472	166.4764
GH43_22	11.33204	1.73278	9.35382	52.27285	0.94044	1.80082	2.28044	3.70449	4.09551	3.75702	9.36569	11.04539	8.41211	1.72287	5.9753	2.25505	2.01836	3.7281	10.55685	2.98011	17.00451	5.59226	3.68704	6.08129	0.96272	5.08071	0.65572	2.06277	12.23251	12.28209	1.24142	3.44182	4.33779	61.42367	25.41957	6.69927	14.82622	14.29128	5.60272	4.71392	4.93435	4.41901	1.20416	6.05088	0.95494	0.57785	19.55026	33.4821	5.13465	4.05971	5.40302	4.32337	8.17677	3.80063	6.60743	14.41484	4.85435	1.58552	10.60451	0.93389	6.64083	4.42463	7.36098	11.40952	15.83477	1.86275	3.85899	0.99038	3.02409	2.98106	24.01747	9.61995	1.37315	5.11627	20.90161	11.16817	4.63659	1.48786	0.09525	0.34571	1.69152	0.72901	1.62663	0.4925	1.51317	16.85971	8.55728	15.6157	64.32811	9.58235	1.40354	0.72555	0.46487	55.86188	9.90616	0.65578	2.57607	0.77	6.00546	1.6773	1.50264	20.9841	11.65392	NA	5.37644	5.81168	2.65117	2.5522	1.97725	3.47682	2.77827	1.43226	6.6405	5.64008	9.35716	4.52293	15.70131	30.71855	2.36169	9.70868	25.85533	1.26356	1.14778	3.21347	1.08858	1.87345	5.82568	10.51391	2.87056	34.44988	5.32073	16.18968	14.81777	8.93187	4.49034	8.40485	284.04356	1.10718	6.07843	28.0386	22.79634	NA	8.43646	3.62783	7.0834	9.20836	7.08967	3.57372	2.04506	2.69125	1.74051	19.16919	12.04809	4.64834	5.14265	2.64773	36.37127	4.63541	11.08592	5.73714	17.59524	7.0098	0.86017	3.57117	6.0936	0.73346	4.60085	2.97921	14.26253	0.56991	0.27528	1.49478	4.32068	0.03899	1.82935	8.48356	1.28427	0.82244	7.48987	9.13357	5.66203	1.07719	57.61246	173.50849	0.95321	0.15149	15.62202	29.90739	13.9786	14.71588	4.34641	11.00416	14.2829	0.81847	0.25416	0.51494	0.28485	17.30783	1.2316	0.23794
